Complain_0,Complain_1,Geography_France,Geography_Germany,Geography_Spain,IsActiveMember_0,IsActiveMember_1,Gender_Female,Gender_Male,Tenure,Age,Balance,EstimatedSalary,CreditScore,Exited
1,0,0,0,1,0,1,0,1,0.1,0.6904761904761905,0.4255058298769832,0.40293648043388136,0.670235546038544,0
1,0,0,0,1,1,0,0,1,0.0,0.5714285714285714,0.0,0.6818932708073621,0.6359743040685225,0
1,0,0,1,0,1,0,0,1,0.7000000000000001,0.7857142857142856,0.5749130653007363,0.2555322033254176,0.2184154175588865,0
1,0,1,0,0,0,1,0,1,0.0,0.047619047619047616,0.3326444613428504,0.7337755255626912,0.33404710920770875,0
0,1,0,1,0,1,0,0,1,0.6000000000000001,0.6666666666666665,0.5622935192531757,0.1728626083791002,0.5096359743040685,1
1,0,0,0,1,1,0,1,0,0.2,0.5714285714285714,0.0,1.0,0.6466809421841541,0
1,0,0,1,0,0,1,0,1,0.6000000000000001,0.14285714285714285,0.42901071905330174,0.8475521912342627,0.20556745182012837,0
0,1,1,0,0,1,0,1,0,0.0,0.9999999999999998,0.5252255208479267,0.053464855893737846,0.4582441113490364,1
0,1,0,0,1,1,0,1,0,0.30000000000000004,0.5952380952380951,0.4817381431640233,0.09376065414247059,0.4989293361884367,1
1,0,0,1,0,0,1,0,1,0.5,0.5238095238095237,0.7244707203629969,0.645543599413744,0.524625267665953,0
1,0,0,1,0,0,1,1,0,0.4,0.23809523809523808,0.3614885230891953,0.10793840811797525,0.8201284796573877,0
1,0,0,1,0,1,0,0,1,0.30000000000000004,0.5714285714285714,0.5479480931879555,0.12829985263592672,0.43040685224839403,0
1,0,1,0,0,0,1,0,1,1.0,0.4523809523809524,0.0,0.3831920948450577,0.2548179871520343,0
1,0,1,0,0,0,1,0,1,0.1,0.5238095238095237,0.0,0.08443611364885345,0.6338329764453962,0
0,1,0,1,0,0,1,1,0,0.2,0.7857142857142856,0.4675471622761258,0.13451854652119277,0.5524625267665954,1
0,1,0,1,0,1,0,0,1,0.4,0.6428571428571428,0.4414767764872184,0.13077328884908507,0.8286937901498929,1
1,0,1,0,0,1,0,0,1,0.7000000000000001,0.6428571428571428,0.5482522405810264,0.6230401003295815,0.5182012847965739,0
1,0,1,0,0,1,0,1,0,0.5,0.380952380952381,0.0,0.9278401587351592,0.4946466809421842,0
1,0,0,0,1,0,1,0,1,0.7000000000000001,0.49999999999999994,0.0,0.8876238180746261,0.9164882226980727,0
1,0,0,0,1,0,1,0,1,0.4,0.4047619047619047,0.6958554367631894,0.7921184473117183,0.5267665952890793,0
0,1,0,0,1,1,0,1,0,0.30000000000000004,0.4047619047619047,0.22588645453618245,0.08988768427384815,0.6937901498929336,1
1,0,1,0,0,0,1,1,0,0.8,0.5238095238095237,0.666330341534286,0.9258152153530662,0.5931477516059956,0
1,0,1,0,0,1,0,0,1,0.1,0.4047619047619047,0.3463289816195891,0.29684454865439647,0.2676659528907922,0
1,0,0,1,0,0,1,1,0,0.5,0.16666666666666669,0.6288642532113338,0.2921040459363869,0.4732334047109207,0
1,0,0,0,1,1,0,1,0,0.4,0.28571428571428564,0.578812656565062,0.7258162154485752,0.29336188436830823,0
1,0,1,0,0,0,1,0,1,0.1,0.49999999999999994,0.2816187640168963,0.38235886527163343,0.7130620985010706,0
1,0,0,1,0,1,0,0,1,0.5,0.42857142857142855,0.5821127215436356,0.43210621614364175,0.4325481798715204,0
1,0,1,0,0,0,1,0,1,0.6000000000000001,0.4523809523809524,0.0,0.1101062151435462,0.48394004282655245,0
1,0,1,0,0,1,0,1,0,0.4,0.5714285714285714,0.0,0.08714872270301813,0.4282655246252677,0
1,0,0,0,1,0,1,1,0,0.8,0.4047619047619047,0.6202561366648905,0.17584544323982937,0.6252676659528907,0
1,0,1,0,0,1,0,0,1,0.6000000000000001,0.21428571428571425,0.38523497727702916,0.7637158348622293,1.0,0
0,1,1,0,0,1,0,1,0,0.0,0.9047619047619047,0.47813616277429616,0.791647052293494,0.6295503211991434,1
1,0,1,0,0,0,1,1,0,0.7000000000000001,0.4523809523809524,0.0,0.27546885727586984,0.7173447537473233,0
1,0,1,0,0,1,0,1,0,0.4,0.42857142857142855,0.0,0.3220753581967078,0.11777301927194861,0
1,0,0,0,1,0,1,0,1,0.7000000000000001,0.5714285714285714,0.0,0.8648640445162512,0.524625267665953,0
1,0,1,0,0,0,1,1,0,0.4,0.19047619047619052,0.36488057760822334,0.14074224088400442,0.5524625267665954,0
1,0,0,0,1,0,1,0,1,0.4,0.5476190476190477,0.0,0.7464081819813791,0.4967880085653106,0
1,0,0,0,1,1,0,1,0,0.2,0.49999999999999994,0.6056772293483782,0.7947611496897954,0.41970021413276226,0
1,0,1,0,0,1,0,0,1,0.5,0.5238095238095237,0.0,0.5036285965309687,0.43897216274089945,0
1,0,1,0,0,0,1,1,0,0.6000000000000001,0.4047619047619047,0.471401874761183,0.015378018600776373,0.7237687366167024,0
1,0,1,0,0,1,0,1,0,0.6000000000000001,0.3095238095238095,0.4248589138323054,0.4565145471392518,0.7922912205567453,0
1,0,1,0,0,1,0,0,1,0.5,0.16666666666666669,0.4629777372956486,0.0670068491540942,0.3361884368308351,0
1,0,1,0,0,1,0,1,0,0.4,0.4047619047619047,0.0,0.6275936351921608,0.6316916488222698,0
1,0,0,1,0,1,0,1,0,0.6000000000000001,0.11904761904761901,0.34236191275908084,0.5487085016619087,0.5203426124197003,0
1,0,0,0,1,0,1,1,0,1.0,0.5714285714285714,0.0,0.36573327752800394,0.278372591006424,0
0,1,1,0,0,1,0,1,0,1.0,0.5238095238095237,0.4922220810847943,0.6597712581551538,0.5396145610278372,1
0,1,0,0,1,1,0,1,0,0.8,0.5714285714285714,0.365132791564894,0.7233876835237765,0.4710920770877943,1
0,1,1,0,0,1,0,1,0,0.2,0.7380952380952379,0.5236969320890407,0.97186371298459,0.9657387580299787,1
1,0,1,0,0,1,0,0,1,0.5,0.4047619047619047,0.5435053730381129,0.7137838163544618,0.7366167023554603,0
1,0,0,0,1,0,1,0,1,0.0,0.42857142857142855,0.37526614889734716,0.6006908159729254,0.4775160599571734,0
1,0,1,0,0,1,0,1,0,0.4,0.4047619047619047,0.3743935635380884,0.9237714701754017,0.39828693790149894,0
1,0,1,0,0,1,0,1,0,0.0,0.49999999999999994,0.4094151932364253,0.11091179207614325,0.11563169164882225,0
0,1,0,0,1,1,0,1,0,0.2,0.2619047619047619,0.11062646989460942,0.4873308400952291,0.3083511777301927,1
1,0,1,0,0,0,1,0,1,0.6000000000000001,0.3333333333333333,0.4447595834627518,0.8519384101181662,0.5331905781584582,0
1,0,0,1,0,1,0,1,0,0.8,0.5238095238095237,0.6009495727926826,0.5736599845285224,0.6745182012847967,0
1,0,1,0,0,0,1,1,0,0.6000000000000001,0.3333333333333333,0.0,0.7501476891043094,0.7301927194860814,0
0,1,1,0,0,1,0,1,0,1.0,0.5714285714285714,0.0,0.8496287895494018,0.46895074946466797,1
1,0,0,0,1,1,0,1,0,0.7000000000000001,0.3333333333333333,0.0,0.3812998641370251,0.7194860813704497,0
1,0,1,0,0,0,1,0,1,0.2,0.02380952380952378,0.0,0.45516926866515756,0.4582441113490364,0
1,0,1,0,0,0,1,0,1,0.5,0.21428571428571425,0.0,0.5804071788855835,0.7430406852248393,0
0,1,0,1,0,1,0,1,0,0.9,0.976190476190476,0.40498423084846924,0.807415158147603,0.8758029978586724,1
1,0,0,0,1,1,0,0,1,0.5,0.35714285714285715,0.0,0.3313996486664476,0.9657387580299787,0
1,0,1,0,0,1,0,1,0,0.1,0.35714285714285715,0.5506730242545889,0.4270455828531624,0.45610278372591007,0
1,0,0,0,1,1,0,0,1,0.2,0.5714285714285714,0.39376788400421864,0.4456046052398004,0.5674518201284796,0
1,0,0,1,0,0,1,1,0,0.9,0.3095238095238095,0.3222212253588699,0.3731872393813609,0.5417558886509636,0
1,0,1,0,0,0,1,0,1,0.7000000000000001,0.42857142857142855,0.3592894629050385,0.34576477053558613,0.07494646680942185,0
1,0,1,0,0,0,1,0,1,0.30000000000000004,0.28571428571428564,0.5715330076845145,0.004435073549523979,0.29336188436830823,0
0,1,0,1,0,1,0,1,0,0.1,0.380952380952381,0.4050769776685028,0.5521523805523427,0.42398286937901497,0
1,0,1,0,0,1,0,0,1,0.5,0.19047619047619052,0.5686080750953505,0.3013973834501195,0.9486081370449678,0
1,0,0,1,0,0,1,0,1,0.30000000000000004,0.35714285714285715,0.35198147582550354,0.8882838311058706,0.43040685224839403,0
1,0,1,0,0,1,0,0,1,0.9,0.3333333333333333,0.0,0.6655677117164689,0.8629550321199143,0
1,0,0,0,1,1,0,1,0,0.6000000000000001,0.5714285714285714,0.41858142483268806,0.2411770324065948,0.5974304068522484,0
1,0,0,1,0,1,0,1,0,0.0,0.35714285714285715,0.402890113671252,0.21371175947302964,0.3533190578158457,0
1,0,1,0,0,0,1,1,0,0.1,0.6428571428571428,0.7486784375281614,0.7361337507731988,0.49250535331905787,0
0,1,1,0,0,1,0,0,1,0.4,0.5714285714285714,0.0,0.6317680838520079,0.670235546038544,1
1,0,1,0,0,0,1,1,0,0.30000000000000004,0.7857142857142856,0.49415007503644215,0.2026922071057786,0.524625267665953,0
1,0,0,0,1,0,1,1,0,0.1,0.5238095238095237,0.691246991955977,0.583831805937467,0.6038543897216274,0
1,0,0,1,0,0,1,0,1,0.30000000000000004,0.49999999999999994,0.5166487716187876,0.516094186994858,0.6488222698072804,0
1,0,1,0,0,0,1,0,1,0.5,0.5238095238095237,0.0,0.7323011847631448,0.2762312633832976,0
1,0,0,1,0,1,0,0,1,1.0,0.3095238095238095,0.5526287984097449,0.9540500617809,0.9057815845824412,0
1,0,0,0,1,1,0,1,0,0.7000000000000001,0.4761904761904761,0.38604658170175793,0.38753635972235345,0.45182012847965736,0
0,1,1,0,0,1,0,0,1,0.30000000000000004,0.49999999999999994,0.2895503907582557,0.2088515453225783,0.46680942184154184,1
1,0,1,0,0,0,1,0,1,0.6000000000000001,0.380952380952381,0.0,0.315840462764194,0.3897216274089935,0
1,0,1,0,0,0,1,1,0,0.30000000000000004,0.380952380952381,0.4715363516717087,0.6806085481163451,0.721627408993576,0
1,0,1,0,0,1,0,1,0,0.2,0.5476190476190477,0.3640071951125655,0.5786212583301705,0.46252676659528913,0
1,0,1,0,0,0,1,1,0,0.9,0.4523809523809524,0.0,0.36610361289503146,0.7644539614561029,0
1,0,0,1,0,0,1,1,0,0.8,0.4047619047619047,0.5646341508618101,0.9639173541073173,0.28907922912205575,0
1,0,0,0,1,0,1,1,0,0.7000000000000001,0.8095238095238095,0.0,0.611994745498195,0.7430406852248393,0
1,0,0,1,0,0,1,1,0,0.30000000000000004,0.02380952380952378,0.4539910208164598,0.8807122080158655,0.5546038543897217,0
1,0,1,0,0,0,1,1,0,1.0,0.42857142857142855,0.0,0.7782237203652947,0.4775160599571734,0
1,0,1,0,0,1,0,0,1,0.4,0.2619047619047619,0.5608688770807303,0.1810652917353607,0.6274089935760171,0
1,0,0,1,0,0,1,0,1,0.4,0.23809523809523808,0.38533457947009486,0.2456328079331576,0.4817987152034261,0
1,0,1,0,0,1,0,1,0,0.4,0.11904761904761901,0.0,0.9824168708111624,0.4967880085653106,0
1,0,0,0,1,0,1,0,1,0.6000000000000001,0.6190476190476188,0.0,0.5723445089006,0.5224839400428266,0
1,0,1,0,0,1,0,0,1,0.8,0.28571428571428564,0.32269902891648167,0.8737165399295632,0.5546038543897217,0
0,1,0,0,1,1,0,0,1,0.2,0.6190476190476188,0.0,0.21505673791847119,0.7601713062098502,1
1,0,1,0,0,1,0,0,1,0.8,0.35714285714285715,0.0,0.7185416207247791,0.8972162740899358,0
1,0,0,0,1,1,0,0,1,0.2,0.3095238095238095,0.3620046290507832,0.3013252265591364,0.6252676659528907,0
1,0,1,0,0,1,0,1,0,0.8,0.5952380952380951,0.570199159347925,0.3096596724987236,0.5631691648822269,0
0,1,0,1,0,0,1,0,1,0.30000000000000004,0.5952380952380951,0.6010614508862943,0.12661934214717505,0.29336188436830823,1
1,0,0,1,0,1,0,1,0,0.1,0.21428571428571425,0.45873557666381604,0.3930919402802968,0.6488222698072804,0
1,0,0,0,1,0,1,1,0,0.9,0.35714285714285715,0.0,0.7523896532118818,0.5546038543897217,0
0,1,1,0,0,1,0,0,1,0.8,0.6190476190476188,0.0,0.3274829246193012,0.9293361884368309,1
1,0,1,0,0,1,0,1,0,0.2,0.35714285714285715,0.0,0.28288851585326397,0.8051391862955032,0
0,1,0,1,0,1,0,1,0,0.6000000000000001,0.42857142857142855,0.30790788403371266,0.1790490491841971,0.5995717344753747,1
0,1,0,0,1,1,0,1,0,0.1,0.7142857142857142,0.30287584094402636,0.79163675130975,0.815845824411135,1
1,0,0,0,1,1,0,0,1,0.8,0.4761904761904761,0.3971369012813131,0.06209412998941398,0.69593147751606,0
1,0,1,0,0,0,1,0,1,1.0,0.11904761904761901,0.0,0.8505194746098252,0.5738758029978587,0
0,1,0,1,0,1,0,1,0,0.1,0.8809523809523809,0.3040948219255077,0.21178607557021692,0.6552462526766595,1
0,1,1,0,0,1,0,1,0,0.9,0.4523809523809524,0.4043701568234338,0.12897236686103522,0.7194860813704497,1
1,0,0,1,0,0,1,1,0,1.0,0.21428571428571425,0.6826831961933231,0.42066287330440055,0.4603854389721628,0
0,1,0,1,0,1,0,1,0,0.6000000000000001,0.28571428571428564,0.6432014687716435,0.3596078425489634,0.8008565310492505,1
1,0,0,0,1,0,1,1,0,0.30000000000000004,0.3333333333333333,0.0,0.29837009434400985,0.6381156316916489,0
1,0,0,0,1,0,1,0,1,0.5,0.49999999999999994,0.0,0.037025435929131226,0.17987152034261233,0
1,0,1,0,0,0,1,0,1,0.7000000000000001,0.49999999999999994,0.0,0.0032103065842787985,0.2955032119914346,0
0,1,1,0,0,1,0,0,1,0.8,0.42857142857142855,0.7098970741467184,0.2935682857712911,0.6638115631691649,1
1,0,0,1,0,1,0,1,0,0.9,0.6904761904761905,0.38072493895828385,0.366449495926861,0.8029978586723768,0
0,1,1,0,0,0,1,0,1,0.5,0.5238095238095237,0.6765401841042314,0.7677031656523197,0.6809421841541755,1
1,0,0,1,0,1,0,0,1,0.7000000000000001,0.28571428571428564,0.4660373859362581,0.10594416766801228,0.6595289079229122,0
1,0,0,1,0,0,1,0,1,1.0,0.4523809523809524,0.6096431025042878,0.7979463538767951,0.6102783725910065,0
0,1,0,1,0,1,0,1,0,0.8,0.19047619047619052,0.4530692122845575,0.9893423821974998,0.46895074946466797,1
1,0,1,0,0,0,1,0,1,0.6000000000000001,0.3333333333333333,0.0,0.8954939196693285,0.6488222698072804,0
1,0,0,1,0,1,0,1,0,0.9,0.49999999999999994,0.3856103089505385,0.47354447349721895,0.3083511777301927,0
1,0,0,0,1,1,0,1,0,0.4,0.2619047619047619,0.0,0.44431913247715155,0.43040685224839403,0
1,0,1,0,0,1,0,0,1,0.30000000000000004,0.5238095238095237,0.0,0.6714117698240181,0.8137044967880086,0
1,0,0,0,1,0,1,0,1,0.7000000000000001,0.4523809523809524,0.0,0.12362515620241732,0.822269807280514,0
1,0,1,0,0,0,1,0,1,0.9,0.49999999999999994,0.5589400062790435,0.7332720774833996,0.6809421841541755,0
1,0,0,0,1,0,1,0,1,0.8,0.6190476190476188,0.0,0.07808710731874893,0.5074946466809421,0
1,0,1,0,0,1,0,1,0,0.9,0.7380952380952379,0.5793586949984354,0.19089458043243127,0.5053533190578158,0
1,0,1,0,0,0,1,0,1,0.9,0.6428571428571428,0.1719209978840413,0.3866307732388443,0.6680942184154176,0
0,1,0,1,0,1,0,1,0,0.1,0.5714285714285714,0.5687703720662043,0.4310207124780417,0.35117773019271936,1
1,0,1,0,0,1,0,0,1,0.2,0.35714285714285715,0.0,0.4820910396942908,0.5588865096359742,0
1,0,0,0,1,1,0,0,1,1.0,0.11904761904761901,0.0,0.6479548796910104,0.6980728051391863,0
1,0,1,0,0,1,0,0,1,0.5,0.5238095238095237,0.0,0.7394029629829648,0.6059957173447538,0
0,1,0,0,1,0,1,0,1,0.5,0.9047619047619047,0.3966937333002416,0.7861674789942439,0.987152034261242,1
0,1,1,0,0,0,1,1,0,0.1,0.6666666666666665,0.0,0.5788947844519151,0.27408993576017127,1
0,1,0,1,0,1,0,1,0,0.2,0.9047619047619047,0.44607804706683907,0.98820702377077,0.1777301927194861,1
1,0,0,0,1,1,0,0,1,0.4,0.4047619047619047,0.38894405294197343,0.28603671650642637,0.6081370449678801,0
1,0,1,0,0,0,1,0,1,0.9,0.3333333333333333,0.594409905631406,0.08196047722557503,0.524625267665953,0
1,0,1,0,0,1,0,0,1,0.6000000000000001,0.5238095238095237,0.476296491535667,0.23383913163707132,0.4775160599571734,0
1,0,1,0,0,0,1,1,0,0.7000000000000001,0.7142857142857142,0.36115197210150146,0.7457089652061771,0.5610278372591005,0
1,0,1,0,0,1,0,0,1,0.4,0.2619047619047619,0.0,0.2584918359703352,0.7558886509635975,0
1,0,0,0,1,1,0,0,1,0.1,0.35714285714285715,0.2235357391520996,0.8940181287312938,0.3683083511777302,0
0,1,0,1,0,0,1,1,0,0.9,0.49999999999999994,0.3990332090610973,0.9990780119501412,0.33832976445396146,1
1,0,1,0,0,1,0,0,1,0.6000000000000001,0.14285714285714285,0.0,0.18823162612029445,0.2762312633832976,0
1,0,0,0,1,1,0,0,1,1.0,0.3333333333333333,0.0,0.9577618162534521,0.6252676659528907,0
1,0,1,0,0,0,1,1,0,0.8,0.3333333333333333,0.5762577148355335,0.43803143200175615,0.5738758029978587,0
0,1,1,0,0,0,1,1,0,0.30000000000000004,0.9047619047619047,0.0,0.47122790226466627,0.9250535331905781,1
1,0,0,0,1,0,1,1,0,0.7000000000000001,0.4047619047619047,0.4769125584017001,0.02291953881595692,0.5160599571734475,0
1,0,1,0,0,1,0,1,0,0.1,0.5238095238095237,0.558783488547083,0.7536160203299416,0.23982869379014982,0
1,0,1,0,0,0,1,0,1,0.6000000000000001,0.2619047619047619,0.0,0.053309891094599535,1.0,0
0,1,0,0,1,1,0,0,1,0.0,0.4761904761904761,0.0,0.3299060060235752,0.44753747323340465,1
1,0,0,1,0,0,1,0,1,0.2,0.35714285714285715,0.318863846273202,0.5203898972351859,0.5139186295503212,0
1,0,0,1,0,1,0,0,1,0.9,0.3095238095238095,0.5712357953781155,0.41837935522842434,0.5781584582441114,0
0,1,0,1,0,0,1,0,1,0.30000000000000004,0.7142857142857142,0.48956761687584,0.12262326052137977,0.8244111349036402,1
1,0,0,1,0,0,1,1,0,0.6000000000000001,0.35714285714285715,0.3609445572104595,0.21300089158514637,0.7965738758029978,0
1,0,1,0,0,1,0,1,0,0.2,0.4761904761904761,0.0,0.8937911070507233,0.5631691648822269,0
1,0,0,0,1,0,1,0,1,0.30000000000000004,0.4047619047619047,0.0,0.07820321840735789,0.7601713062098502,0
1,0,1,0,0,0,1,0,1,0.7000000000000001,0.8333333333333333,0.0,0.2616313357925682,0.48394004282655245,0
1,0,0,1,0,0,1,1,0,0.2,0.4523809523809524,0.5457398659352091,0.7670165500805326,0.5610278372591005,0
1,0,0,1,0,1,0,1,0,0.1,0.4047619047619047,0.5275899071212539,0.9306488269629749,0.6423982869379016,0
0,1,0,1,0,1,0,0,1,0.4,0.5238095238095237,0.4556383031851698,0.6466723072053381,0.7644539614561029,1
1,0,0,1,0,0,1,1,0,0.9,0.35714285714285715,0.47540593075060883,0.9857774417456866,0.7301927194860814,0
1,0,0,0,1,1,0,0,1,0.7000000000000001,0.42857142857142855,0.6748266597007575,0.2270342317691339,0.5074946466809421,0
1,0,1,0,0,1,0,1,0,0.9,0.6904761904761905,0.24390994766042265,0.2908210734125109,0.6124197002141328,0
1,0,0,0,1,0,1,1,0,0.9,0.2619047619047619,0.0,0.7033941741436307,0.27408993576017127,0
1,0,1,0,0,1,0,0,1,0.6000000000000001,0.3333333333333333,0.39522935387830177,0.6419239537375819,0.449678800856531,0
1,0,0,1,0,0,1,0,1,0.5,0.5476190476190477,0.49043502084850477,0.025278314078994543,0.5674518201284796,0
1,0,1,0,0,0,1,0,1,0.1,0.35714285714285715,0.0,0.43204891067096907,0.6145610278372592,0
0,1,1,0,0,1,0,0,1,0.2,0.5952380952380951,0.0,0.16935457336175605,0.13704496788008558,1
0,1,0,1,0,1,0,0,1,0.1,0.8333333333333333,0.46807119974488454,0.374471862062827,0.17558886509635974,1
1,0,1,0,0,0,1,1,0,0.8,0.7619047619047619,0.5513794863882783,0.015739353108221832,0.6145610278372592,0
1,0,0,1,0,1,0,1,0,0.1,0.4047619047619047,0.5579120590356029,0.928344956943388,0.404710920770878,0
1,0,1,0,0,1,0,0,1,0.8,0.07142857142857145,0.0,0.34330803591743014,0.7109207708779443,0
0,1,1,0,0,0,1,1,0,0.4,0.3333333333333333,0.5338835779897727,0.243593763204386,0.5974304068522484,1
1,0,1,0,0,0,1,0,1,0.7000000000000001,0.16666666666666669,0.3623811962857111,0.5612785521017257,0.6038543897216274,0
1,0,0,0,1,1,0,1,0,0.30000000000000004,0.5238095238095237,0.5117551114079825,0.8433141365000356,0.6316916488222698,0
1,0,0,0,1,1,0,1,0,0.1,0.4761904761904761,0.6849329941092817,0.08473744242575165,0.6745182012847967,0
1,0,0,0,1,0,1,0,1,0.9,0.42857142857142855,0.4232417632194809,0.11492467530649175,0.6252676659528907,0
1,0,0,0,1,1,0,0,1,0.5,0.42857142857142855,0.0,0.5257531594267252,0.7537473233404711,0
1,0,1,0,0,1,0,0,1,0.4,0.380952380952381,0.49547786513639863,0.4889033902737711,0.7109207708779443,0
0,1,0,0,1,0,1,0,1,0.9,0.3095238095238095,0.43297451965457373,0.8974576072014876,0.5374732334047109,1
1,0,0,0,1,0,1,0,1,0.7000000000000001,0.7619047619047619,0.5104104220163653,0.3118473814249261,0.3683083511777302,0
1,0,0,0,1,1,0,0,1,0.8,0.42857142857142855,0.5077652843032803,0.756690563948857,0.6873661670235546,0
1,0,0,1,0,0,1,0,1,0.5,0.49999999999999994,0.4511533348061757,0.2607982562334703,0.4967880085653106,0
1,0,0,1,0,1,0,0,1,0.7000000000000001,0.8333333333333333,0.601546986666977,0.5990852626425823,0.6616702355460385,0
0,1,0,1,0,0,1,1,0,0.7000000000000001,0.7857142857142856,0.42129419956923553,0.8990169061145339,0.36616702355460384,1
1,0,1,0,0,0,1,1,0,0.9,0.28571428571428564,0.0,0.13475651924758814,0.6659528907922913,0
0,1,0,1,0,1,0,0,1,0.30000000000000004,0.5476190476190477,0.6026004821320083,0.8765052562519721,0.35117773019271936,1
1,0,0,0,1,0,1,0,1,0.0,0.4761904761904761,0.0,0.19003694852858444,0.5074946466809421,0
1,0,0,0,1,1,0,1,0,1.0,0.4047619047619047,0.0,0.4131536061693892,0.5374732334047109,0
1,0,1,0,0,1,0,1,0,0.0,0.7142857142857142,0.0,0.42538817457067146,0.3147751605995718,0
1,0,0,1,0,1,0,0,1,0.8,0.4047619047619047,0.2851908119348378,0.8869490536346221,0.46680942184154184,0
1,0,0,1,0,0,1,0,1,0.2,0.14285714285714285,0.4806610126047592,0.9024809369294767,0.6616702355460385,0
1,0,1,0,0,1,0,0,1,0.1,0.5238095238095237,0.0,0.5749791605098287,0.20556745182012837,0
1,0,1,0,0,0,1,1,0,0.7000000000000001,0.4761904761904761,0.23742137694232748,0.8386384399710172,0.5610278372591005,0
1,0,0,0,1,0,1,0,1,1.0,0.42857142857142855,0.436961676352339,0.08069545641608772,0.867237687366167,0
1,0,1,0,0,1,0,1,0,0.1,0.6666666666666665,0.0,0.41051225392024937,0.6316916488222698,0
1,0,0,1,0,0,1,0,1,0.30000000000000004,0.49999999999999994,0.4950891814282046,0.8572357660156543,0.9100642398286939,0
1,0,0,0,1,1,0,0,1,0.8,0.14285714285714285,0.0,0.020295438214349468,0.7687366167023554,0
1,0,0,0,1,0,1,1,0,0.6000000000000001,0.380952380952381,0.4303754165685359,0.5968728013525292,0.6809421841541755,0
1,0,1,0,0,1,0,1,0,0.1,0.07142857142857145,0.7123138721382855,0.11189278576104017,0.7537473233404711,0
0,1,1,0,0,1,0,1,0,0.2,0.7857142857142856,0.4023414845445815,0.8981018687284634,0.8072805139186295,1
0,1,0,1,0,0,1,0,1,0.1,0.9523809523809523,0.44080750076654635,0.8006318603426626,0.7623126338329765,1
1,0,0,1,0,0,1,1,0,0.8,0.49999999999999994,0.44994328175236414,0.033563605324308465,0.6916488222698073,0
1,0,0,1,0,1,0,0,1,0.6000000000000001,0.42857142857142855,0.28355245749379765,0.612166011854132,0.6017130620985011,0
1,0,0,0,1,1,0,0,1,0.2,0.2619047619047619,0.0,0.585867050303304,0.5396145610278372,0
0,1,1,0,0,1,0,0,1,0.7000000000000001,0.857142857142857,0.5138140748700001,0.9587648120395498,0.6316916488222698,1
1,0,1,0,0,1,0,0,1,0.8,0.5238095238095237,0.37139856265944476,0.3693898267284526,0.5588865096359742,0
0,1,1,0,0,0,1,1,0,0.5,0.4761904761904761,0.47266366196729526,0.028365658920426896,0.7109207708779443,1
0,1,1,0,0,1,0,0,1,0.5,0.6428571428571428,0.0,0.7125776511656863,0.5567451820128481,1
1,0,1,0,0,0,1,1,0,0.8,0.4047619047619047,0.0,0.9395324253466205,0.3211991434689506,0
1,0,1,0,0,1,0,1,0,0.6000000000000001,0.5476190476190477,0.4381918969570474,0.5813340173986615,0.6852248394004282,0
1,0,1,0,0,1,0,0,1,0.30000000000000004,0.28571428571428564,0.49470101585867,0.8110111515649744,0.7280513918629551,0
